match_id,times,rad_gold_adv,rad_xp_adv
31326,720,4713,4131
31326,1500,6882,8709
31327,300,546,1346
31327,720,2338,3005
31327,1500,-9818,-12354
31328,300,-958,-1417
31328,720,-2065,-3151
31328,1500,-10386,-15396
31329,300,1340,897
31329,720,5101,4928
31329,1500,14097,16478
31330,300,-16,-754
31330,720,379,-1438
31330,1500,-2586,-5045
31331,300,-138,-606
31331,720,-81,-435
31331,1500,-1004,-3790
31332,300,1551,868
31332,720,1043,-2062
31332,1500,4353,1500
31333,300,-381,759
31333,720,1573,4170
31333,1500,10443,10471
31334,300,-1351,-2130
31334,720,1117,262
31334,1500,4841,7506
31335,300,-1142,-1055
31335,720,-3014,-1685
31335,1500,-11408,-7717
31336,300,507,1875
31336,720,2738,3827
31337,300,-607,-644
31337,720,-5279,-4863
31337,1500,-11478,-13670
31338,300,-356,532
31338,720,-2302,-1883
31338,1500,983,3064
31339,300,961,453
31339,720,-2079,-2751
31339,1500,-9344,-14248
31340,300,-2912,-701
31340,720,-8496,-2956
31340,1500,-13780,-5848
31341,300,792,104
31341,720,1582,1680
31341,1500,-1026,-215
31342,300,50,-431
31342,720,835,108
31342,1500,4914,9550
31343,300,-1099,859
31343,720,-3116,-784
31343,1500,-5051,-1322
31344,300,114,172
31344,720,2011,3533
31344,1500,16631,19776
31345,300,1027,542
31345,720,3126,2088
31345,1500,6671,10438
31346,300,1617,936
31346,720,5943,4241
31346,1500,19284,21699
31347,300,1162,1360
31347,720,1838,1167
31347,1500,22483,20678
31348,300,852,1174
31348,720,1096,263
31348,1500,10621,14290
31349,300,-719,-2080
31349,720,43,-1360
31349,1500,-218,-5677
31350,300,250,-195
31350,720,2872,3254
31350,1500,-1728,-5371
31351,300,1523,552
31351,720,6294,4513
31351,1500,15766,11360
31352,300,-1077,-41
31352,720,-2366,-860
31352,1500,-498,-1105
31353,300,-486,-993
31353,720,-512,-1924
31353,1500,10760,7238
31354,300,-71,-134
31354,720,457,-1066
31354,1500,-2650,-3458
31355,300,779,475
31355,720,3773,3776
31355,1500,20529,23656
31356,300,721,1319
31356,720,1070,2242
31356,1500,8637,9740
31357,300,-2,-597
31357,720,-1864,-2097
31357,1500,-17626,-17839
31358,300,312,330
31358,720,-3308,-781
31358,1500,-5943,-5006
31359,300,-1276,-490
31359,720,2263,3376
31359,1500,2469,2641
31360,300,-340,248
31360,720,291,1122
31360,1500,9873,14778
31361,300,-554,-370
31361,720,-3807,-2836
31361,1500,-11127,-6493
31362,300,444,-181
31362,720,-1271,-2083
31362,1500,-8919,-15382
31363,300,583,385
31363,720,-1437,-794
31363,1500,-31546,-16779
31364,300,-1666,-119
31364,720,-4437,958
31364,1500,-10243,-5838
31365,300,634,384
31365,720,609,2836
31366,300,-1036,-1193
31366,720,-771,-1747
31366,1500,7054,6712
31367,300,-142,732
31367,720,162,1455
31367,1500,-3371,-6602
31368,300,348,-1251
31368,720,-1890,-2912
31368,1500,-5722,-8347
31369,300,-749,131
31369,720,-105,1463
31369,1500,11104,20557
31370,300,852,57
31370,720,889,686
31370,1500,-1617,-4150
31371,300,171,-333
31371,720,-235,-50
31371,1500,-2576,-5581
31372,300,-440,568
31372,720,17,630
31372,1500,1099,-2967
31373,300,1651,1609
31373,720,5015,5192
31373,1500,5396,3179
31374,300,-2167,-1091
31374,720,-1399,1230
31374,1500,4528,8782
31375,300,467,126
31375,720,5572,6064
31375,1500,9054,11369
31376,300,-822,215
31376,720,-724,-1245
31376,1500,-456,-5895
31377,300,999,849
31377,720,-4989,-2515
31377,1500,-3936,-3487
31378,300,-432,-937
31378,720,-2377,-3470
31378,1500,-10705,-15622
31379,300,-1346,-1190
31379,720,849,82
31379,1500,-3634,-2652
31380,300,-346,751
31380,720,3386,5134
31380,1500,4551,4544
31381,300,-22,-592
31381,720,1165,-34
31381,1500,8015,7210
31382,300,-751,970
31382,720,1218,3026
31382,1500,3146,4402
31383,300,-805,-1683
31383,720,-6537,-6545
31383,1500,-37507,-31874
31384,300,47,1163
31384,720,6626,5418
31385,300,865,81
31385,720,1223,851
31385,1500,2190,4868
31386,300,779,499
31386,720,2672,3749
31386,1500,6755,9053
31387,300,-338,-1217
31387,720,-1468,-1824
31387,1500,-11012,-13089
31388,300,479,-338
31388,720,-791,-2600
31388,1500,15389,5912
31389,300,1079,1781
31389,720,2525,3735
31389,1500,2756,2915
31390,300,580,1439
31390,720,1205,1482
31390,1500,2969,3083
31391,300,1211,915
31391,720,2941,1863
31391,1500,5505,4658
31392,300,333,553
31392,720,-254,-63
31392,1500,2579,334
31393,300,2975,2347
31393,720,7058,7004
31394,300,-379,-1987
31394,720,-2486,-5135
31394,1500,2587,-150
31395,300,2377,1645
31395,720,4818,2652
31395,1500,3186,4977
31396,300,-1271,736
31396,720,-673,2575
