match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
20614,1500,39962,51831,43760,56585
20615,300,4417,7406,5745,7424
20615,720,16487,21381,18321,21520
20615,1500,45596,57610,56137,61353
20616,300,5587,5878,6377,6549
20616,720,17074,15215,19078,16499
20616,1500,41561,44202,48355,52535
20617,300,6795,5876,6472,6131
20617,720,17774,17570,17352,17307
20617,1500,39288,42932,39053,45601
20618,300,6886,4836,7631,6166
20618,720,18781,14398,20581,17911
20618,1500,48212,37003,53643,44222
20619,300,6979,5307,6176,5220
20619,720,18012,12950,18639,13117
20619,1500,46387,34096,48290,34128
20620,300,4382,6340,5703,6555
20620,720,15818,16874,17513,18555
20620,1500,37204,41912,40710,50099
20621,300,5809,6035,5447,6332
20621,720,16956,17720,17545,18400
20621,1500,45857,48992,48656,54144
20622,300,5408,5856,5781,6084
20622,720,14906,16917,15817,17373
20622,1500,41992,42980,43845,49311
20623,300,5284,5423,6388,6693
20623,720,12854,14457,16021,17832
20623,1500,33088,43016,39394,51472
20624,300,5475,6106,5922,6330
20624,720,13555,17521,14780,17600
20624,1500,33206,50477,28615,45677
20625,300,5610,5491,5607,6828
20625,720,18295,17042,18802,19080
20625,1500,55182,40108,56974,46130
20626,300,6379,5584,6250,5229
20626,720,17556,18664,16028,17946
20626,1500,42453,46190,41958,49514
20627,300,8504,6624,6956,6347
20627,720,20190,18996,18978,18274
20627,1500,54847,45325,55356,47592
20628,300,7603,5354,8285,5899
20628,720,18612,15528,21051,16601
20628,1500,50701,35933,58769,39450
20629,300,6530,5767,6227,5807
20629,720,19392,13440,19713,13612
20629,1500,64574,28677,51967,21877
20630,300,4525,4815,5817,5654
20630,720,14471,11026,16843,14101
20630,1500,34669,30925,39464,36858
20631,300,4748,5084,5432,6163
20631,720,14473,13791,16065,15166
20631,1500,35009,36307,37999,39994
20632,300,6802,6063,6791,6409
20632,720,15905,13951,17641,16002
20632,1500,63086,32190,54293,34733
20633,300,5390,5708,5921,5108
20633,720,15648,16837,17415,16443
20633,1500,45068,47587,51164,49655
20634,300,3491,6323,4299,7162
20634,720,10156,18221,12046,19243
20634,1500,32979,49738,34435,50572
20635,300,5926,5382,6978,4027
20635,720,18368,15139,16831,12457
20635,1500,52939,40164,49786,36572
20636,300,5775,5355,5981,6555
20636,720,15013,15422,17839,17911
20636,1500,32588,43126,37540,50697
20637,300,6275,4592,6333,5235
20637,720,17830,14171,17898,15802
20637,1500,43414,40140,49082,46780
20638,300,5645,5360,6371,6282
20638,720,18238,14145,19068,16093
20638,1500,39864,35539,41430,40360
20639,300,6602,5358,7087,6185
20639,720,16534,17785,19008,20326
20639,1500,43667,40736,50650,47124
20640,300,5667,4432,6698,6413
20640,720,16296,13847,16511,15960
20640,1500,41742,43278,47788,52279
20641,300,5087,5576,5602,5991
20641,720,14648,15925,16351,16554
20641,1500,34687,43516,40777,44226
20642,300,6783,4992,7142,6311
20642,720,15424,14314,17295,17197
20642,1500,38986,38659,45506,45440
20643,300,6004,4570,6155,5635
20643,720,19403,15377,18757,16880
20643,1500,47079,37760,46331,41483
20644,300,5343,5369,6189,6052
20644,720,14518,15649,17012,16964
20644,1500,47346,41191,49673,42882
20645,300,5331,7723,5820,6956
20645,720,14895,19419,16079,17574
20645,1500,41786,53432,47753,52118
20646,300,6043,4887,6276,4865
20646,720,13808,12697,15600,14866
20646,1500,38828,34570,45497,41808
20647,300,5052,5294,6879,6487
20647,720,13712,18274,15864,18440
20647,1500,33277,50110,36884,55193
20648,300,5959,5659,5691,5989
20648,720,15313,16717,14630,17765
20648,1500,47737,64848,43843,49584
20649,300,5974,4959,6615,5545
20649,720,18060,13663,17379,14060
20649,1500,56383,35893,57099,35446
20650,300,8312,4792,7443,5327
20650,720,32493,10297,22071,10796
20651,300,6523,5272,6634,5335
20651,720,18510,15458,18035,16604
20651,1500,47394,46821,51441,54427
20652,300,6174,5573,7321,6909
20652,720,16163,14954,17325,17915
20652,1500,57724,26588,51136,27502
20653,300,5411,5260,6045,5672
20653,720,17684,13504,18203,14479
20653,1500,47538,35766,49015,38431
20654,300,4472,5517,5858,6267
20654,720,15707,15828,18725,16727
20654,1500,44399,42948,51172,49131
20655,300,6140,5477,6329,6502
20655,720,17131,17220,17062,18037
20655,1500,42132,45766,45669,53985
20656,300,5528,5312,5641,5155
20656,720,18507,12832,18057,13600
20657,300,6894,4528,6927,5568
20657,720,17116,12666,16605,15961
20657,1500,46755,35724,48334,44476
20658,300,6100,4618,6429,5259
20658,720,16733,12887,17774,14038
20658,1500,39139,33147,40979,36110
20659,300,7345,5116,7439,5956
20659,720,18159,15504,19144,17818
20659,1500,48093,41125,53746,47733
20660,300,5489,6259,5884,6958
20660,720,15456,15233,17191,16252
20660,1500,36382,48028,39261,48136
20661,300,5093,5749,6119,6748
20661,720,13335,15094,15041,17634
20661,1500,35961,41038,40999,46576
20662,300,6077,4981,5967,5990
20662,720,14839,16580,15465,16546
20662,1500,47414,34715,48228,37104
20663,300,7302,5030,7687,6035
20663,720,19760,14787,19352,14532
20663,1500,50564,38633,54129,40780
20664,300,6826,5997,6606,6825
20664,720,20423,15272,18348,17679
20664,1500,59236,36828,54485,38530
20665,300,4426,5681,5427,6770
20665,720,14469,16198,15049,18592
20665,1500,35792,42088,37703,46807
20666,300,5962,5698,5940,6787
20666,720,14863,16702,16042,20594
20666,1500,42106,42875,49955,51159
20667,300,5033,7172,6270,6937
20667,720,17337,19159,18871,18842
20667,1500,37562,58444,38858,61681
20668,300,7224,7013,7130,6423
20668,720,18989,18847,20342,19518
20668,1500,53327,44277,62553,51630
20669,300,5805,8761,6127,6317
20669,720,14514,20153,15724,16317
20669,1500,33933,65915,33104,53404
20670,300,7192,4537,6125,5050
20670,720,21256,11848,18754,11632
20670,1500,62243,38627,63398,38791
20671,300,5627,6659,5337,5720
20671,720,14793,14742,14690,14281
20671,1500,36197,38799,37255,36501
20672,300,5353,4517,6036,6435
20672,720,13062,14570,14381,16404
20672,1500,37139,38494,38605,42688
20673,300,5218,5507,6233,6010
20673,720,16071,15619,18854,16497
20673,1500,43216,34607,49987,35932
20674,300,5469,6481,5923,6608
20674,720,15759,18551,17601,17692
20674,1500,46594,43402,56552,47267
20675,300,5992,5845,6867,6485
20675,720,14118,18798,15212,18569
20675,1500,41164,48194,45998,51939
20676,300,5194,7056,5979,8116
20676,720,16003,19943,17769,19829
20676,1500,41322,64781,48210,61628
20677,300,5838,7432,6719,7710
20677,720,20244,19353,20790,20928
20677,1500,53775,46106,60147,52149
20678,300,5620,4704,5727,5350
20678,720,15040,13541,16554,15194
20678,1500,37559,36343,38991,40484
20679,300,7019,5909,7026,6173
20679,720,20609,16917,22079,16965
20679,1500,43017,41655,45973,45263
20680,300,5567,5901,5453,6731
20680,720,16104,14862,16042,16510
20680,1500,38287,37387,40924,40757
20681,300,4811,6314,5243,6336
20681,720,17360,18844,17441,19291
20681,1500,43163,49336,47229,55598
20682,300,5246,5865,6270,6279
20682,720,15074,18721,16439,19635
20682,1500,36940,46920,41056,52367
20683,300,6111,4745,7075,5483
20683,720,18131,12647,20077,14938
20683,1500,51942,32043,54603,36490
20684,300,6699,4162,7031,5533
20684,720,20894,13364,19433,15690
20684,1500,60488,33358,55007,36516
20685,300,5079,5754,4790,6760
20685,720,15618,14986,15941,17189
20685,1500,39635,39020,43065,48384
20686,300,4538,5474,5373,5887
20686,720,13440,14133,15447,15773
20686,1500,32234,40870,34830,47625
20687,300,5004,6332,5139,6464
20687,720,12980,19573,13527,18119
20687,1500,38340,41838,41102,44546
20688,300,5789,6044,6360,6729
20688,720,15886,18925,17813,21813
20688,1500,36901,53723,40687,63427
20689,300,4797,4424,5932,5690
20689,720,13310,12038,15809,14595
20689,1500,37214,35470,41511,39102
20690,300,5024,5950,6217,6470
20690,720,17595,18683,18643,18504
20690,1500,40421,51746,41571,56984
20691,300,5650,4304,6320,5644
20691,720,13334,13323,13752,15288
20691,1500,32658,37293,33062,45961
20692,300,6259,4893,5263,5758
20692,720,17052,13044,15949,13769
20692,1500,56102,32581,54051,33525
20693,300,4626,4782,5575,6211
20693,720,14688,14120,16381,16080
20693,1500,43364,35826,47359,38577
20694,300,5765,6123,6175,5258
20694,720,17470,15947,18869,16327
20694,1500,47031,42252,55426,43350
20695,300,6571,6575,6341,6920
20695,720,17473,16957,18379,18217
20695,1500,36808,46572,37103,49260
20696,300,5282,5688,5446,6274
20696,720,17601,15123,19360,15508
20696,1500,42541,40055,50114,47515
20697,300,7263,6270,6883,6746
20697,720,16588,15790,16733,16151
20697,1500,41437,40826,44478,41618
20698,300,6082,5652,6438,6739
20698,720,17602,17269,15842,17339
20698,1500,39284,43595,41439,46016
20699,300,5689,5287,6666,6289
20699,720,16096,14214,19460,17020
20699,1500,40881,37413,52101,43651
20700,300,4578,5978,6920,6874
20700,720,13207,17280,18061,17895
20700,1500,34456,42567,41586,50551
20701,300,4880,7067,5650,6547
20701,720,13269,17230,14502,16497
20701,1500,35021,45527,39158,44966
20702,300,6054,6018,6220,6498
20702,720,19294,19556,19928,20244
20702,1500,59302,43810,66883,48047
20703,300,5528,5855,6248,6267
20703,720,15843,16504,17022,16528
20703,1500,44422,37980,49626,39099
20704,300,6689,8050,7652,7480
20704,720,18247,18720,20631,18961
20704,1500,50625,51700,61338,58023
20705,300,4876,6118,6584,7238
20705,720,15129,19573,18280,21874
20705,1500,41874,53938,51658,58878
20706,300,5107,4784,6338,5756
20706,720,14971,13463,17390,14904
20706,1500,41272,33816,46119,34634
20707,300,5773,5889,6975,6419
20707,720,15655,16055,19449,17713
20707,1500,46059,42462,56529,48677
20708,300,5948,6486,7003,6843
20708,720,16495,20104,19416,21554
20708,1500,35756,47375,42193,53869
