match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
40952,720,18259,19441,19197,20765
40952,1500,38379,59149,39961,68680
40953,300,5319,4690,6302,5876
40953,720,14141,14237,15702,16301
40953,1500,44259,36891,49670,37469
40954,300,5799,5877,5768,6119
40954,720,16738,16170,16292,16160
40954,1500,48999,44587,41983,47200
40955,300,5703,5287,5677,6097
40955,720,14855,15630,15035,16444
40955,1500,37270,36605,39339,42221
40956,300,5430,4343,6016,5468
40956,720,17732,11920,15184,15009
40956,1500,45150,38730,43929,44241
40957,300,5713,6021,6547,6162
40957,720,18170,19246,19116,18131
40957,1500,44208,43089,50388,43424
40958,300,6459,5325,6827,6331
40958,720,16664,14876,18301,17855
40958,1500,42155,45107,45395,56238
40959,300,8114,6543,8029,1923
40960,300,5346,4573,6114,6197
40960,720,13178,13926,16630,16677
40960,1500,47550,34049,51005,41158
40961,300,5509,4676,6193,5665
40961,720,13522,14843,14671,16338
40961,1500,34348,35176,36013,39514
40962,300,6071,5761,5607,5762
40962,720,14968,15683,15839,16200
40962,1500,31686,54182,32770,54872
40963,300,4853,5730,4894,6220
40963,720,14309,15852,15201,16741
40963,1500,37472,42073,38641,44630
40964,300,5982,4707,6071,5865
40964,720,20639,14483,18297,14986
40964,1500,49539,33233,49718,34269
40965,300,4468,7406,4812,6856
40965,720,16158,20220,16401,20528
40965,1500,40376,45714,47961,50486
40966,300,4300,5505,5111,6589
40966,720,14157,15438,15196,16670
40966,1500,35254,38871,34794,42797
40967,300,6170,4784,6129,5695
40967,720,16660,14368,17911,15746
40967,1500,42854,39775,51493,45160
40968,300,4933,4832,5982,6356
40968,720,13670,16083,15222,17635
40968,1500,39624,45301,43135,52835
40969,300,5139,7259,6502,6897
40969,720,12509,18766,14471,17017
40969,1500,43364,45554,44722,46066
40970,300,5418,6516,5228,6522
40970,720,14574,19641,15278,19879
40970,1500,37152,45596,40471,48385
40971,300,5612,5304,5725,5960
40971,720,16114,16951,17097,17267
40971,1500,49804,40017,49037,40990
40972,300,6283,5742,6769,6345
40972,720,16349,15708,16903,16656
40972,1500,38463,39124,41071,45818
40973,300,5451,5100,6381,6098
40973,720,13450,15473,14657,17683
40973,1500,35568,40138,40767,45081
40974,300,6456,5999,6190,6376
40974,720,16580,15399,17215,17193
40974,1500,43113,41663,47654,49471
40975,300,3748,5427,5201,6641
40975,720,11839,15166,13591,15563
40975,1500,31818,37301,36078,41813
40976,300,6445,5926,6479,6311
40976,720,19324,16186,19602,16445
40976,1500,51509,37985,63254,41765
40977,300,6233,6093,6233,6233
40977,720,15557,16312,15556,17186
40977,1500,35780,39349,37200,45950
40978,300,5265,5513,6091,6145
40978,720,14599,17203,15085,16688
40978,1500,38540,39840,41677,41641
40979,300,3938,4822,5924,6766
40979,720,13051,12441,17311,16116
40979,1500,37858,34030,47908,38062
40980,300,7261,5480,6699,5557
40980,720,19155,19265,17796,17889
40980,1500,55530,49117,55038,51913
40981,300,5173,6088,5665,6515
40981,720,14299,16360,15735,16782
40981,1500,37470,45716,39409,43869
40982,300,5420,6082,5841,6573
40982,720,16252,15898,18786,17413
40982,1500,41558,36248,50165,40377
40983,300,6533,7152,5687,7280
40983,720,14672,22152,13588,22117
40983,1500,48956,51865,50280,54826
40984,300,4742,5404,6386,5872
40984,720,13223,14737,16749,16848
40984,1500,45640,39321,52241,43718
40985,300,6338,6362,6076,6168
40985,720,16839,17423,18412,18425
40985,1500,38481,50965,44365,57983
40986,300,6320,4706,6544,5410
40986,720,16709,13228,18544,15321
40986,1500,47692,30493,51417,35749
40987,300,6059,5508,6506,5939
40987,720,17441,13684,16407,15227
40987,1500,41449,41194,47840,46632
40988,300,5370,5321,6160,5217
40988,720,18605,14719,19188,15411
40988,1500,53624,39275,54082,41050
